,Region,Track_Name,Rank,Artist,Cluster
531,gb,Peak,531,Drake,2
532,gb,Can't Have Everything,532,Drake,1
533,gb,My My My!,533,Troye Sivan,3
534,gb,Lonely This Christmas,534,Mud,2
535,gb,PRIDE.,535,Kendrick Lamar,3
536,gb,Do Not Disturb,536,Drake,0
537,gb,In the Name of Love,537,Martin Garrix,3
538,gb,Nothings Into Somethings,538,Drake,1
539,gb,Instruction,539,Jax Jones,0
540,gb,Santa Baby (with Henri René & His Orchestra),540,Eartha Kitt,2
541,gb,The World's First Ever Monster Truck Front Flip,541,Arctic Monkeys,3
542,gb,Lust for Life (with The Weeknd),542,Lana Del Rey,3
543,gb,Is There More,543,Drake,1
544,gb,The A Team,544,Ed Sheeran,2
545,gb,Bon Appétit,545,Katy Perry,0
546,gb,Jaded,546,Drake,3
547,gb,That’s How You Feel,547,Drake,1
548,gb,Stop the Cavalry - Radio Edit,548,Jona Lewie,1
549,gb,Unsigned,549,Hardy Caprio,1
550,gb,Wall Of Glass,550,Liam Gallagher,3
551,gb,Finesse,551,Drake,0
552,gb,Vindaloo,552,Fat Les,3
553,gb,Thriller,553,Michael Jackson,3
554,gb,I Say a Little Prayer,554,Aretha Franklin,2
555,gb,R.E.M,555,Ariana Grande,1
556,gb,Say It First,556,Sam Smith,3
557,gb,World In Motion,557,New Order,3
558,gb,How Long (feat. French Montana) - Remix,558,Charlie Puth,0
559,gb,Santa Claus Is Coming to Town,559,Michael Bublé,2
560,gb,Don't Let Me Down,560,The Chainsmokers,3
561,gb,Treat You Better,561,Shawn Mendes,0
562,gb,BLOOD.,562,Kendrick Lamar,2
563,gb,whoa (mind in awe),563,XXXTENTACION,2
564,gb,Black Panther,564,Kendrick Lamar,1
565,gb,Fetish (feat. Gucci Mane),565,Selena Gomez,3
566,gb,She Looks Like Fun,566,Arctic Monkeys,3
567,gb,Carolina,567,Harry Styles,0
568,gb,LUST.,568,Kendrick Lamar,1
569,gb,NUMB,569,Hayden James,2
570,gb,BMT,570,Fredo,1
571,gb,Bad Husband (feat. X Ambassadors),571,Eminem,3
572,gb,Strip (feat. Sharaya J),572,Little Mix,1
573,gb,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",573,Justin Timberlake,3
574,gb,Reborn,574,KIDS SEE GHOSTS,3
575,gb,Science Fiction,575,Arctic Monkeys,3
576,gb,September,576,"Earth, Wind & Fire",0
577,gb,Velvet / Jenny Francis - Interlude,577,Stormzy,3
578,gb,Ask Flipz,578,Krept & Konan,1
579,gb,Since Way Back,579,Drake,2
580,gb,Return Of The Rucksack,580,Stormzy,0
581,gb,Respect,581,Aretha Franklin,0
582,gb,Ghostbusters,582,"Ray Parker, Jr.",0
583,gb,The Ultracheese,583,Arctic Monkeys,2
584,gb,What Lovers Do,584,Maroon 5,0
585,gb,R.I.P. SCREW,585,Travis Scott,1
586,gb,The One,586,The Chainsmokers,2
587,gb,raindrops (an angel cried),587,Ariana Grande,2
588,gb,Blue Lights,588,Jorja Smith,1
589,gb,Three Lions '98,589,"Baddiel, Skinner & Lightning Seeds",3
590,gb,Guardian angel,590,XXXTENTACION,1
591,gb,STOP TRYING TO BE GOD,591,Travis Scott,3
592,gb,Batphone,592,Arctic Monkeys,3
593,gb,Carol of the Bells,593,Mykola Dmytrovych Leontovych,2
594,gb,KANGA (feat. Kanye West),594,6ix9ine,1
595,gb,Santa's Coming For Us,595,Sia,0
596,gb,Controlla,596,Drake,1
597,gb,Thinking out Loud,597,Ed Sheeran,3
598,gb,Finders Keepers - Remix,598,Mabel,0
599,gb,Ice Melts,599,Drake,0
600,gb,Hope,600,XXXTENTACION,1
601,gb,Numb / Encore,601,JAY Z,0
602,gb,Lost In Japan,602,Shawn Mendes,1
603,gb,"Blinded By Your Grace, Pt. 1",603,Stormzy,2
604,gb,The Cut Off (feat. kiLL edward),604,J. Cole,1
605,gb,NO BYSTANDERS,605,Travis Scott,3
606,gb,Hey Ya! - Radio Mix / Club Mix,606,OutKast,0
607,gb,WAKE UP,607,Travis Scott,0
608,gb,Want You Back,608,5 Seconds of Summer,3
609,gb,Love It If We Made It,609,The 1975,3
610,gb,Stay Another Day,610,East 17,3
611,gb,A Holly Jolly Christmas - Single Version,611,Burl Ives,2
612,gb,1985 - Intro to “The Fall Off”,612,J. Cole,1
613,gb,Nervous,613,Shawn Mendes,0
614,gb,I Always Wanna Die (Sometimes),614,The 1975,3
615,gb,This Is What You Came For,615,Calvin Harris,0
616,gb,Deja Vu,616,J. Cole,2
617,gb,For What It's Worth,617,Liam Gallagher,3
618,gb,Gun Lean,618,Russ splash,1
619,gb,My Only Wish (This Year),619,Britney Spears,3
620,gb,pete davidson,620,Ariana Grande,2
621,gb,Untouchable,621,Eminem,0
622,gb,Let It Fly (feat. Travis Scott),622,Lil Wayne,0
623,gb,Midnight Train,623,Sam Smith,3
624,gb,X (with 2 Chainz & Saudi),624,ScHoolboy Q,3
625,gb,I Saw Mommy Kissing Santa Claus,625,Jessica Simpson,3
626,gb,Heathens,626,Twenty One Pilots,1
627,gb,Barbie Tingz,627,Nicki Minaj,0
628,gb,Revenge,628,XXXTENTACION,2
629,gb,Too Good,629,Drake,3
630,gb,Chloraseptic (feat. Phresher),630,Eminem,0
631,gb,Look At Me!,631,XXXTENTACION,1
632,gb,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),632,Perry Como,2
633,gb,BRACKETS,633,J. Cole,1
634,gb,What I've Done,634,Linkin Park,3
635,gb,goodnight n go,635,Ariana Grande,3
636,gb,APESHIT,636,The Carters,3
637,gb,Light It Up (feat. Nyla & Fuse ODG) - Remix,637,Major Lazer,0
638,gb,Live Forever,638,Oasis,3
639,gb,Tragic Endings (feat. Skylar Grey),639,Eminem,0
640,gb,Youth feat. Khalid,640,Shawn Mendes,1
641,gb,Run Rudolph Run - Single Version,641,Chuck Berry,1
642,gb,blazed (feat. Pharrell Williams),642,Ariana Grande,0
643,gb,Intro,643,Luciano,2
644,gb,Ratchet Happy Birthday,644,Drake,2
645,gb,100 Bags,645,Stormzy,1
646,gb,Broken Arrows,646,Avicii,3
647,gb,Feel The Love,647,KIDS SEE GHOSTS,1
648,gb,No Peace,648,Sam Smith,3
649,gb,One Step Closer,649,Linkin Park,0
650,gb,You Make Me,650,Avicii,3
651,gb,"Cash Out (feat. ScHoolboy Q, PARTYNEXTDOOR & D.R.A.M.)",651,Calvin Harris,0
652,gb,Blue Christmas,652,Elvis Presley,2
653,gb,Highway to Hell,653,AC/DC,0
654,gb,Jonestown (Interlude),654,Post Malone,2
655,gb,SKELETONS,655,Travis Scott,3
656,gb,Train food,656,XXXTENTACION,1
657,gb,5% TINT,657,Travis Scott,3
658,gb,Call on Me - Ryan Riback Remix,658,Starley,0
659,gb,Jingle Bell Rock - Daryl's Version,659,Daryl Hall & John Oates,0
660,gb,Meet Me in the Hallway,660,Harry Styles,2
661,gb,Saturday Nights,661,Khalid,2
662,gb,Two Ghosts,662,Harry Styles,2
663,gb,March 14,663,Drake,1
664,gb,Youth (feat. Khalid),664,Shawn Mendes,1
665,gb,YOSEMITE,665,Travis Scott,3
666,gb,"Baby, It's Cold Outside (feat. Meghan Trainor)",666,Brett Eldredge,3
667,gb,FRIENDS (feat. kiLL edward),667,J. Cole,1
668,gb,Cigarette,668,RAYE,0
669,gb,21 Gun Salute (feat. Wretch 32) - Interlude,669,Stormzy,2
670,gb,Heavy (feat. Kiiara),670,Linkin Park,3
671,gb,I Could Be The One (Avicii Vs. Nicky Romero) - Nicktim / Radio Edit,671,Avicii,3
672,gb,Little Saint Nick - 1991 Remix,672,The Beach Boys,1
673,gb,Morph,673,Twenty One Pilots,1
674,gb,Nuh Ready Nuh Ready,674,Calvin Harris,0
675,gb,I don’t let go,675,XXXTENTACION,1
676,gb,Need Me (feat. Pink),676,Eminem,3
677,gb,Wild Love,677,James Bay,1
678,gb,successful,678,Ariana Grande,0
679,gb,FEEFA (feat. Gunna),679,6ix9ine,0
680,gb,Don't Cry For Me (feat. Raleigh Ritchie),680,Stormzy,0
681,gb,FEAR.,681,Kendrick Lamar,3
682,gb,Mistletoe and Wine,682,Cliff Richard,2
683,gb,NC-17,683,Travis Scott,3
684,gb,One Minute (feat. Kanye West & Travis Barker),684,XXXTENTACION,0
685,gb,The Heart Part 4,685,Kendrick Lamar,1
686,gb,Watch (feat. Lil Uzi Vert & Kanye West),686,Travis Scott,3
687,gb,Guiding Light,687,Mumford & Sons,3
688,gb,Wonderwall - Remastered,688,Oasis,3
689,gb,I Believe in Father Christmas,689,Greg Lake,3
690,gb,Big Shot (with Travis Scott),690,Kendrick Lamar,1
691,gb,Final Fantasy,691,Drake,2
692,gb,Crawling,692,Linkin Park,3
693,gb,Billie Jean,693,Michael Jackson,0
694,gb,Playinwitme (feat. Kehlani),694,KYLE,0
695,gb,Zombie,695,The Cranberries,3
696,gb,Sincerity Is Scary,696,The 1975,3
697,gb,She Taught Me How To Fly,697,Noel Gallagher's High Flying Birds,3
698,gb,Frosty the Snowman,698,The Ronettes,3
699,gb,Once an Addict - Interlude,699,J. Cole,2
700,gb,Cold December Night,700,Michael Bublé,3
701,gb,ASTROTHUNDER,701,Travis Scott,1
702,gb,8 Days of Christmas - Live,702,Destiny's Child,0
703,gb,Kiwi,703,Harry Styles,3
704,gb,The Ways (with Swae Lee),704,Khalid,0
705,gb,Papercut,705,Linkin Park,0
706,gb,Sorry,706,Justin Bieber,0
707,gb,Greedy Soul,707,Liam Gallagher,3
708,gb,BEBE,708,6ix9ine,3
709,gb,4th Dimension,709,KIDS SEE GHOSTS,0
710,gb,Fluorescent Adolescent,710,Arctic Monkeys,0
711,gb,Say Amen (Saturday Night),711,Panic! At The Disco,0
712,gb,Say Something Loving,712,The xx,3
713,gb,One Shot,713,Mabel,3
714,gb,Work from Home (feat. Ty Dolla $ign),714,Fifth Harmony,0
715,gb,Winter Wonderland,715,Bing Crosby,2
716,gb,The Sound,716,The 1975,3
717,gb,Seek Bromance - Avicii Vocal Edit,717,Tim Berg,3
718,gb,the light is coming (feat. Nicki Minaj),718,Ariana Grande,1
719,gb,Nowhere Fast (feat. Kehlani),719,Eminem,0
720,gb,Halo,720,Beyoncé,3
721,gb,Dance To This (feat. Ariana Grande),721,Troye Sivan,0
722,gb,Beloved,722,Mumford & Sons,3
723,gb,Hunger,723,Florence + The Machine,1
724,gb,Don't Quit (feat. Travis Scott & Jeremih),724,DJ Khaled,0
725,gb,better off,725,Ariana Grande,1
726,gb,Somewhere Only We Know,726,Lily Allen,2
727,gb,Revival (Interlude),727,Eminem,1
728,gb,I Am,728,Jorja Smith,1
729,gb,Dedicate,729,Lil Wayne,0
730,gb,Bon appétit,730,Katy Perry,0
731,gb,Bold,731,Liam Gallagher,3
732,gb,Boa Me (feat. Ed Sheeran & Mugeez),732,Fuse ODG,0
733,gb,BUTTERFLY EFFECT,733,Travis Scott,1
734,gb,WHO? WHAT!,734,Travis Scott,0
735,gb,Your Lovin' (feat. MØ & Yxng Bane),735,Steel Banglez,0
736,gb,Yes Indeed,736,Lil Baby,1
737,gb,What Christmas Means To Me,737,Stevie Wonder,1
738,gb,Doing It,738,AJ Tracey,0
739,gb,"King's Dead (with Kendrick Lamar, Future & James Blake)",739,Jay Rock,3
740,gb,I Wanna Know (feat. Bea Miller),740,NOTD,0
741,gb,Game Changer,741,MIST,0
742,gb,Don't Stop Me Now - Remastered,742,Queen,3
743,gb,come out and play,743,Billie Eilish,2
744,gb,Rockin' Robin,744,Michael Jackson,0
745,gb,Window Pain - Outro,745,J. Cole,1
746,gb,Say My Name,746,David Guetta,0
747,gb,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",747,Bruce Springsteen,3
748,gb,STOOPID,748,6ix9ine,0
749,gb,Honest,749,The Chainsmokers,3
750,gb,Real Life,750,Duke Dumont,0
751,gb,Only Want You,751,Rita Ora,1
752,gb,Only Angel,752,Harry Styles,3
753,gb,Lay Me Bare,753,Stormzy,3
754,gb,(You Make Me Feel Like) A Natural Woman,754,Aretha Franklin,2
755,gb,Perfect Strangers,755,Jonas Blue,0
756,gb,MANTRA,756,Bring Me The Horizon,3
757,gb,Think,757,Aretha Franklin,1
758,gb,The Days,758,Avicii,3
759,gb,Safe Inside,759,James Arthur,3
760,gb,STARING AT THE SKY,760,XXXTENTACION,1
761,gb,Man Don't Dance,761,Big Shaq,0
762,gb,Come Back To Me,762,Liam Gallagher,3
763,gb,Linger,763,The Cranberries,2
764,gb,I Wanna Dance with Somebody (Who Loves Me),764,Whitney Houston,3
765,gb,Cheap Thrills,765,Sia,0
766,gb,CAN'T SAY,766,Travis Scott,0
767,gb,Be My Mistake,767,The 1975,2
768,gb,Baby (feat. MARINA & Luis Fonsi),768,Clean Bandit,3
769,gb,get well soon,769,Ariana Grande,2
